   1  6704.1045  0.1619     0.1729     
   2  6704.7002  0.1637     0.1489     
   3  6707.9019  0.1149     0.1031     
   4  6710.1748  0.1673     0.1036     
   5  6711.1401  0.0606     0.1083     
   6  6713.8735  0.1969     0.1085     
   7  6714.7993  0.2216     0.1143     
   8  6715.8081  0.0722     0.1139     
   9  6716.9751  0.0558     0.1168     
  10  6718.9707  0.2827     0.1004     
  11  6720.8530  0.3920     0.0979     
  12  6722.7974  0.1040     0.1058     
  13  6723.6650  0.2985     0.0978     
  14  6728.8916  0.1884     0.0960     
  15  6730.1270  0.2267     0.1000     
  16  6739.6987  0.3708     0.1279     
  17  6740.0830  0.1608     0.1226     
  18  6741.8594  0.2048     0.0994     
  19  6742.9131  0.2024     0.0977     
  20  6744.2295  0.1868     0.1330     
  21  6744.9360  0.1701     0.1279     
  22  6746.9268  0.1638     0.1030     
  23  6769.0488  0.0980     0.0939     
  24  6783.7720  0.1440     0.1285     
  25  6784.2568  0.1746     0.1102     
  26  6787.8696  0.1565     0.1480     
  27  6788.7129  0.1699     0.1302     
  28  6803.1436  0.1186     0.1192     
  29  6818.7607  0.2139     0.1087     
  30  6827.4688  0.1595     1.7680     
  31  6828.4824  0.1562     0.8257     
  32  6829.5083  0.1700     3.1619     
  33  6829.9307  0.1715     0.8072     
  34  6831.3560  0.1559     0.1318     
  35  6831.9551  0.2091     0.1129     
  36  6832.6670  0.1953     0.4084     
  37  6834.0215  0.1666     1.3086     
  38  6834.4458  0.1653     3.2604     
  39  6835.1006  0.2024     0.1327     
  40  6835.7720  0.1887     0.1041     
  41  6836.0796  0.1523     0.1348     
  42  6839.6665  0.1762     0.1911     
  43  6840.0649  0.1920     0.2523     
  44  6841.9634  0.1537     1.3152     
  45  6850.0352  0.1594     0.1616     
  46  6850.8071  0.2244     0.1806     
  47  6862.6963  0.2181     0.8605     
  48  6863.9707  0.1614     8.8607     
  49  6864.8789  0.2552     0.1340     
  50  6865.0464  0.1734     0.1354     
  51  6868.3501  0.2753     0.1193     
  52  6868.4897  0.1728     0.1398     
  53  6871.0732  0.1582     1.1441     
  54  6877.9175  0.1544     0.1123     
  55  6878.2778  0.1462     0.0956     
  56  6880.2358  0.2679     0.1035     
  57  6880.9492  0.1619     0.5661     
  58  6881.2549  0.1629     0.5516     
  59  6882.1055  0.2051     0.0957     
  60  6882.4443  0.2411     0.1259     
  61  6882.6523  0.1351     0.1622     
  62  6883.3433  0.1468     0.1116     
  63  6886.0405  0.1545     0.1463     
  64  6887.1665  0.1668     0.1226     
  65  6889.3022  0.1727     1.9032     
  66  6894.0981  0.1606     0.2149     
  67  6894.6382  0.1551     0.1979     
  68  6900.8076  0.1574     2.1768     
  69  6902.4355  0.2241     0.1160     
  70  6903.5659  0.1764     0.1138     
  71  6903.8945  0.2882     0.1051     
  72  6910.5034  0.1692     0.1018     
  73  6911.3599  0.1198     0.1015     
  74  6912.6382  0.1623     2.6807     
  75  6921.4136  0.1979     0.1245     
  76  6923.1924  0.1893     4.4382     
  77  6924.6040  0.1697     0.1894     
  78  6927.1245  0.1213     0.1014     
  79  6927.3218  0.1808     0.1061     
  80  6928.3442  0.1608     0.1132     
  81  6928.8477  0.1397     0.1061     
  82  6929.4253  0.1992     0.0852     
  83  6937.6499  0.1625     0.1325     
  84  6938.4873  0.1667     0.1106     
  85  6939.5420  0.1502     2.5603     
  86  6940.7822  0.1719     0.1563     
  87  6942.0781  0.1705     0.1312     
  88  6948.9634  0.1698     3.2389     
  89  6949.1680  0.1677     3.0787     
  90  6951.7017  0.2425     0.2003     
  91  6952.8555  0.3079     0.0960     
  92  6954.5630  0.0660     0.0963     
  93  6955.1899  0.2409     0.1100     
  94  6955.6035  0.2070     0.1030     
  95  6955.8931  0.1126     0.0991     
  96  6956.2324  0.2016     0.1221     
  97  6956.8950  0.2168     0.1024     
  98  6957.4619  0.1685     0.1325     
  99  6958.4829  0.1369     0.1112     
 100  6959.0039  0.1499     0.1240     
 101  6959.9404  0.0925     0.1112     
 102  6960.7681  0.1882     0.1241     
 103  6961.7651  0.1601     0.1124     
 104  6962.8389  0.1695     0.1141     
 105  6963.7969  0.1514     0.1045     
 106  6965.1880  0.2696     0.1107     
 107  6966.3379  0.3084     0.1594     
 108  6969.9404  0.1761     1.6079     
 109  6971.9629  0.1286     0.1065     
 110  6973.0005  0.1534     0.1128     
 111  6975.2295  0.1870     0.1121     
 112  6976.2207  0.1777     0.1226     
 113  6978.2676  0.1626     1.8394     
 114  6978.5811  0.1584     1.7867     
 115  6979.7109  0.1416     0.1280     
 116  6982.5190  0.1631     0.1260     
 117  6983.4365  0.2202     0.1302     
 118  6986.1226  0.1891     0.1168     
 119  6986.3291  0.1050     0.1274     
 120  6987.4922  0.1464     0.1224     
 121  6987.9238  0.1927     0.0957     
 122  6989.2700  0.2080     0.0973     
 123  6990.8569  0.1154     0.1134     
 124  6991.7778  0.1744     0.1106     
 125  6995.4077  0.3120     0.1002     
 126  6996.3345  0.1838     0.1062     
