lambda_air(A)  lambda_vac(A)  FWHM(A)  Flux(10^-16^erg/s/cm2/{AA})
  6863.9707    6865.8650  0.1614    8.8607
  6864.8789    6866.7730  0.2552    0.1340
  6865.0464    6866.9410  0.1734    0.1354
  6868.3501    6870.2450  0.2753    0.1193
  6868.4897    6870.3850  0.1728    0.1398
  6871.0732    6872.9690  0.1582    1.1441
  6877.9175    6879.8150  0.1544    0.1123
  6878.2778    6880.1760  0.1462    0.0956
  6880.2358    6882.1340  0.2679    0.1035
  6880.9492    6882.8480  0.1619    0.5661
  6881.2549    6883.1530  0.1629    0.5516
  6882.1055    6884.0040  0.2051    0.0957
  6882.4443    6884.3430  0.2411    0.1259
  6882.6523    6884.5510  0.1351    0.1622
  6883.3433    6885.2420  0.1468    0.1116
  6886.0405    6887.9400  0.1545    0.1463
  6887.1665    6889.0670  0.1668    0.1226
  6889.3022    6891.2030  0.1727    1.9032
  6894.0981    6896.0000  0.1606    0.2149
  6894.6382    6896.5400  0.1551    0.1979
  6900.8076    6902.7110  0.1574    2.1768
  6902.4355    6904.3400  0.2241    0.1160
  6903.5659    6905.4700  0.1764    0.1138
  6903.8945    6905.7990  0.2882    0.1051
  6910.5034    6912.4100  0.1692    0.1018
  6911.3599    6913.2670  0.1198    0.1015
  6912.6382    6914.5450  0.1623    2.6807
  6921.4136    6923.3230  0.1979    0.1245
  6923.1924    6925.1020  0.1893    4.4382
  6924.6040    6926.5140  0.1697    0.1894
  6927.1245    6929.0350  0.1213    0.1014
  6927.3218    6929.2330  0.1808    0.1061
  6928.3442    6930.2550  0.1608    0.1132
  6928.8477    6930.7590  0.1397    0.1061
  6929.4253    6931.3370  0.1992    0.0852
  6937.6499    6939.5640  0.1625    0.1325
  6938.4873    6940.4010  0.1667    0.1106
  6939.5420    6941.4560  0.1502    2.5603
  6940.7822    6942.6970  0.1719    0.1563
  6942.0781    6943.9930  0.1705    0.1312
  6948.9634    6950.8800  0.1698    3.2389
  6949.1680    6951.0850  0.1677    3.0787
  6951.7017    6953.6190  0.2425    0.2003
  6952.8555    6954.7730  0.3079    0.0960
  6954.5630    6956.4810  0.0660    0.0963
  6955.1899    6957.1080  0.2409    0.1100
  6955.6035    6957.5220  0.2070    0.1030
  6955.8931    6957.8120  0.1126    0.0991
  6956.2324    6958.1510  0.2016    0.1221
  6956.8950    6958.8140  0.2168    0.1024
  6957.4619    6959.3810  0.1685    0.1325
  6958.4829    6960.4020  0.1369    0.1112
  6959.0039    6960.9230  0.1499    0.1240
  6959.9404    6961.8600  0.0925    0.1112
  6960.7681    6962.6880  0.1882    0.1241
  6961.7651    6963.6850  0.1601    0.1124
  6962.8389    6964.7590  0.1695    0.1141
  6963.7969    6965.7180  0.1514    0.1045
  6965.1880    6967.1090  0.2696    0.1107
  6966.3379    6968.2590  0.3084    0.1594
  6969.9404    6971.8630  0.1761    1.6079
  6971.9629    6973.8860  0.1286    0.1065
  6973.0005    6974.9240  0.1534    0.1128
  6975.2295    6977.1530  0.1870    0.1121
  6976.2207    6978.1450  0.1777    0.1226
  6978.2676    6980.1920  0.1626    1.8394
  6978.5811    6980.5060  0.1584    1.7867
  6979.7109    6981.6360  0.1416    0.1280
  6982.5190    6984.4450  0.1631    0.1260
  6983.4365    6985.3630  0.2202    0.1302
  6986.1226    6988.0490  0.1891    0.1168
  6986.3291    6988.2560  0.1050    0.1274
  6987.4922    6989.4190  0.1464    0.1224
  6987.9238    6989.8510  0.1927    0.0957
  6989.2700    6991.1980  0.2080    0.0973
  6990.8569    6992.7850  0.1154    0.1134
  6991.7778    6993.7060  0.1744    0.1106
  6995.4077    6997.3370  0.3120    0.1002
  6996.3345    6998.2640  0.1838    0.1062
  6996.5786    6998.5080  0.1682    0.1246
  6997.0122    6998.9420  0.2273    0.1254
  6997.5708    6999.5010  0.1874    0.1127
  6999.4878    7001.4180  0.1493    0.1458
  7000.9536    7002.8840  0.1362    0.1200
  7001.9307    7003.8620  0.2137    0.1052
  7002.2354    7004.1670  0.2004    0.1262
  7003.8730    7005.8050  0.2526    0.6750
  7005.2744    7007.2060  0.3661    0.0938
  7011.2212    7013.1550  0.1495    0.9753
  7011.6406    7013.5740  0.1517    0.9360
  7029.6626    7031.6010  0.1559    0.1518
  7041.2676    7043.2090  0.1933    0.3301
  7041.4731    7043.4150  0.1840    0.3293
  7045.0205    7046.9630  0.2280    0.1115
  7045.3633    7047.3060  0.1623    0.1277
  7046.0298    7047.9730  0.1457    0.1959
  7046.4165    7048.3600  0.1546    0.1325
  7046.9619    7048.9050  0.2357    0.2047
  7047.8760    7049.8190  0.1663    0.5987
  7048.3931    7050.3370  0.1680    0.4739
  7049.1328    7051.0770  0.1722    0.1881
  7049.5942    7051.5380  0.1656    0.2309
  7050.6050    7052.5490  0.1557    0.2082
  7051.3540    7053.2980  0.1629    0.2414
  7052.3491    7054.2940  0.1685    0.1973
  7053.4058    7055.3510  0.1638    0.2130
  7054.3853    7056.3300  0.1564    0.1705
  7055.7563    7057.7020  0.1538    0.1644
  7056.7007    7058.6470  0.1367    0.1112
  7059.5742    7061.5210  0.1945    0.1130
  7060.6938    7062.6410  0.1656    0.1809
  7062.2749    7064.2220  0.1966    0.1212
  7062.6592    7064.6070  0.1729    0.1719
  7063.7109    7065.6590  0.1739    0.2211
  7065.9956    7067.9440  0.1694    0.2271
  7067.0068    7068.9550  0.1734    0.2677
  7067.5620    7069.5110  0.2124    0.1199
  7069.5947    7071.5440  0.1710    0.2437
  7070.5796    7072.5290  0.1650    0.2897
  7073.4683    7075.4190  0.1667    0.2356
  7074.4512    7076.4020  0.1593    0.2720
  7077.6279    7079.5790  0.1652    0.2037
  7078.5933    7080.5450  0.1832    0.2210
  7082.0747    7084.0270  0.1997    0.1819
  7082.3804    7084.3330  0.1579    0.2482
  7082.6963    7084.6490  0.1743    0.2355
  7083.0210    7084.9740  0.1466    0.1928
  7085.7124    7087.6660  0.1497    0.0984
  7086.8003    7088.7540  0.1545    0.1565
  7087.7339    7089.6880  0.1651    0.1551
  7088.2881    7090.2420  0.1564    0.3457
  7088.9326    7090.8870  0.1821    0.3170
  7089.3911    7091.3460  0.1815    0.1007
  7089.9023    7091.8570  0.1496    0.1387
  7090.3442    7092.2990  0.3066    0.1141
  7091.3716    7093.3270  0.1522    0.1065
  7091.7939    7093.7490  0.1695    0.1496
  7092.4072    7094.3630  0.1589    0.0851
  7092.7603    7094.7160  0.1499    0.1411
  7097.0981    7099.0550  0.1905    0.0998
  7098.0254    7099.9820  0.1073    0.1066
  7100.2002    7102.1580  0.1907    0.1021
  7101.2812    7103.2390  0.1350    0.1165
  7103.6382    7105.5970  0.1722    0.1109
  7104.7046    7106.6630  0.1622    0.1107
  7107.5425    7109.5020  0.1980    0.1125
  7108.5771    7110.5370  0.1799    0.1228
  7111.9595    7113.9200  0.2117    0.1114
  7112.9248    7114.8860  0.1357    0.1085
  7116.7432    7118.7050  0.1972    0.1061
  7117.7017    7119.6640  0.1713    0.0999
  7122.0015    7123.9650  0.1290    0.0976
  7122.9468    7124.9100  0.1830    0.0979
  7126.8267    7128.7910  0.1444    0.1211
  7127.2607    7129.2260  0.1548    0.2281
  7127.6704    7129.6350  0.1509    0.2105
  7128.1138    7130.0790  0.1993    0.0986
  7128.6787    7130.6440  0.1307    0.0952
  7129.3462    7131.3120  0.1713    0.1291
  7131.1895    7133.1550  0.1600    0.1048
  7132.5718    7134.5380  0.1729    0.2801
  7133.3613    7135.3280  0.1614    0.2477
  7141.1450    7143.1140  0.1608    0.1217
  7141.6821    7143.6510  0.1495    0.1397
  7142.1953    7144.1640  0.4802    0.1157
  7142.5200    7144.4890  0.1782    0.1680
  7142.7275    7144.6960  0.2224    0.1377
  7143.2559    7145.2250  0.5474    0.0931
  7143.6064    7145.5760  0.1896    0.2694
  7144.6875    7146.6570  0.1352    0.1967
  7145.0615    7147.0310  0.1592    0.2334
  7145.5854    7147.5550  0.0816    0.0826
  7146.1094    7148.0790  0.1649    0.1996
  7146.7974    7148.7670  0.1660    0.2205
  7147.8223    7149.7930  0.1673    0.1918
  7148.8408    7150.8110  0.1673    0.1966
  7149.8516    7151.8230  0.2081    0.1620
  7151.1938    7153.1650  0.1517    0.1454
  7152.1460    7154.1180  0.2503    0.0972
  7156.2139    7158.1870  0.1665    0.1531
  7158.2153    7160.1880  0.1574    0.1672
  7159.2949    7161.2680  0.1654    0.1993
  7160.0103    7161.9840  0.1697    0.0950
  7161.6338    7163.6080  0.1669    0.2084
  7162.6665    7164.6410  0.1617    0.2559
  7165.3296    7167.3050  0.1651    0.2465
  7166.3462    7168.3220  0.1701    0.2642
  7169.3198    7171.2960  0.1698    0.2262
  7170.3252    7172.3020  0.1702    0.2568
  7173.6133    7175.5910  0.1591    0.1980
  7174.6050    7176.5830  0.1664    0.2203
  7176.0093    7177.9870  0.1595    0.2114
  7176.5376    7178.5160  0.1662    0.1858
  7178.2085    7180.1870  0.1620    0.1755
  7179.1943    7181.1730  0.1690    0.1840
  7180.8350    7182.8140  0.1669    0.2705
  7181.7705    7183.7500  0.1650    0.1878
  7183.1143    7185.0940  0.1890    0.1381
  7184.0874    7186.0680  0.1624    0.1460
  7188.3276    7190.3090  0.1460    0.1160
  7189.3086    7191.2900  0.1918    0.1216
  7193.8745    7195.8570  0.0799    0.1035
  7194.8120    7196.7950  0.1872    0.1035
  7198.5054    7200.4890  0.1685    0.1115
  7199.6724    7201.6570  0.2517    0.0885
  7199.9180    7201.9020  0.0809    0.1018
  7200.8306    7202.8150  0.2160    0.1332
  7201.4624    7203.4470  0.2387    0.0856
  7202.9116    7204.8970  0.1525    0.1143
  7207.9253    7209.9120  0.1629    0.1486
  7221.1816    7223.1720  0.2119    0.1278
  7221.5649    7223.5550  0.1358    0.1165
  7222.3740    7224.3640  0.2625    0.1263
  7223.5420    7225.5330  0.1467    0.0981
  7223.8667    7225.8580  0.1589    0.1089
  7225.2285    7227.2200  0.1641    0.1492
  7228.7666    7230.7590  0.1757    0.2118
  7229.4189    7231.4110  0.1994    0.1780
  7232.4634    7234.4570  0.2487    0.0956
  7233.1738    7235.1670  0.1653    0.2609
  7233.5718    7235.5650  0.1636    0.1212
  7234.2700    7236.2640  0.1825    0.2205
  7236.0439    7238.0380  0.1345    0.0980
  7237.1387    7239.1330  0.2164    0.1089
  7238.7915    7240.7860  0.1743    4.1989
  7240.1943    7242.1900  0.1706    6.4680
  7240.8638    7242.8590  0.1674    1.7026
  7241.4155    7243.4110  0.1834    1.8265
  7241.9434    7243.9390  0.1857    1.0212
  7242.3281    7244.3240  0.1896    0.1159
  7242.7368    7244.7330  0.2014    0.1240
  7243.4565    7245.4530  0.1605    0.1757
  7243.8535    7245.8500  0.1872    0.1103
  7244.5586    7246.5550  0.1222    0.2560
  7244.9438    7246.9400  0.2306    7.2646
  7245.6406    7247.6370  0.2520    0.1657
  7245.8677    7247.8640  0.2295    0.1911
  7246.5532    7248.5500  0.1934    1.4399
  7246.9683    7248.9650  0.1909    0.1675
  7247.5977    7249.5950  0.1634    0.1899
  7248.6562    7250.6540  0.1781    0.1637
  7249.6528    7251.6510  0.1990    0.1905
  7250.7007    7252.6990  0.2032    0.1709
  7251.9980    7253.9960  0.1832    0.1339
  7253.1460    7255.1450  0.1682    2.6528
  7255.2983    7257.2980  0.1771    0.4402
  7255.9087    7257.9080  0.2215    0.5237
  7256.2998    7258.2990  0.1396    0.1027
  7257.1108    7259.1110  0.1666    0.1252
  7259.1421    7261.1420  0.1532    0.1449
  7260.2524    7262.2530  0.1580    0.2122
  7261.2847    7263.2860  0.1875    0.0893
  7262.6401    7264.6410  0.1784    0.1770
  7263.7114    7265.7130  0.1733    0.2173
  7265.4189    7267.4210  0.1342    0.0917
  7266.4409    7268.4430  0.1579    0.2014
  7267.4966    7269.4990  0.1621    0.2270
  7268.0479    7270.0510  0.1768    0.3058
  7269.0981    7271.1010  0.3503    0.2375
  7270.5688    7272.5720  0.1637    0.2154
  7271.6001    7273.6040  0.1568    0.2223
  7273.2427    7275.2470  0.1220    0.0926
  7275.1177    7277.1220  0.2347    1.7605
  7276.0479    7278.0530  0.2104    0.2053
  7276.4243    7278.4290  0.1708   16.8024
  7277.0010    7279.0060  0.1682    0.1451
  7279.2935    7281.2990  0.1805    0.1160
  7279.7856    7281.7920  0.1615    0.1466
  7280.8008    7282.8070  0.1688    0.1572
  7281.5312    7283.5380  0.2875    0.3164
  7281.6782    7283.6850  0.1757    0.3564
  7284.4556    7286.4630  0.2513    4.5379
  7284.8525    7286.8600  0.1831    0.2966
  7285.7246    7287.7320  0.1772    0.2181
  7286.0298    7288.0370  0.1296    0.1913
  7286.4023    7288.4100  0.3100    0.2121
  7289.7393    7291.7480  0.1738    0.2722
  7290.2769    7292.2860  0.1252    0.0978
  7291.0093    7293.0180  0.1723    0.2169
  7291.3066    7293.3160  0.1514    0.1027
  7291.7583    7293.7670  0.2293    0.1166
  7292.1191    7294.1280  0.2441    0.1784
  7292.3311    7294.3400  0.1757    0.1745
  7295.8042    7297.8140  0.1584    1.2121
  7296.1084    7298.1190  0.1599    1.1884
  7303.7300    7305.7420  0.1860    3.9159
  7305.7490    7307.7620  0.1955    0.1779
  7307.0781    7309.0910  0.1840    0.1860
  7307.4614    7309.4750  0.1762    0.1711
  7310.7856    7312.8000  0.1703    0.4245
  7311.3340    7313.3480  0.1678    0.3963
  7316.2896    7318.3050  0.1897   13.1392
  7329.1602    7331.1790  0.1835    5.3836
  7329.4785    7331.4980  0.1799    0.1750
  7330.3662    7332.3860  0.1631    0.1423
  7330.8315    7332.8510  0.3527    0.1347
  7331.5732    7333.5930  0.1781    0.1048
  7332.2539    7334.2740  0.2019    0.1435
  7332.7451    7334.7650  0.1945    0.1317
  7340.9009    7342.9230  0.2578   11.5612
  7341.7251    7343.7480  0.1902    0.1607
  7344.5581    7346.5810  0.1363    0.1187
  7344.9131    7346.9370  0.1863    0.2725
  7346.9375    7348.9620  0.1718    0.2211
  7347.8657    7349.8900  0.1681    0.1821
  7350.3774    7352.4020  0.1358    0.1026
  7350.6743    7352.6990  0.1725    0.2771
  7351.4014    7353.4270  0.2834    0.1191
  7352.1089    7354.1340  0.1878    0.2343
  7352.5962    7354.6220  0.2748    0.1272
  7353.2222    7355.2480  0.2375    0.0910
  7353.7617    7355.7880  0.1759    0.1025
  7354.3135    7356.3400  0.1733    0.1162
  7355.4082    7357.4350  0.1559    0.1038
  7356.0044    7358.0310  0.5588    0.1171
  7356.2896    7358.3160  0.2781    0.1137
  7357.4155    7359.4420  0.1412    0.0962
  7358.0273    7360.0540  0.1677    0.1205
  7358.6802    7360.7070  0.1667    5.5437
  7360.1489    7362.1760  0.3473    0.1099
  7360.3130    7362.3410  0.1653    0.1088
  7360.6050    7362.6330  0.1734    0.1177
  7361.6528    7363.6810  0.1998    0.1040
  7362.2607    7364.2890  0.1495    0.1155
  7363.2808    7365.3090  0.2335    0.1029
  7363.5483    7365.5770  0.1775    0.1361
  7363.9199    7365.9490  0.1756    0.0947
  7364.3970    7366.4260  0.2052    0.1521
  7364.6982    7366.7270  0.1530    0.1257
  7365.5229    7367.5520  0.2192    0.1261
  7365.7236    7367.7530  0.5162    0.1035
  7365.9922    7368.0210  0.1393    0.1069
  7366.8379    7368.8670  0.1785    0.1094
  7367.1226    7369.1520  0.1768    0.1085
  7367.5947    7369.6240  0.2443    0.0916
  7368.7295    7370.7590  0.2341    0.1058
  7369.2725    7371.3030  0.1833    6.9046
  7369.4951    7371.5250  0.1913    6.8380
  7370.6812    7372.7120  0.1567    0.1219
  7373.4976    7375.5290  0.1439    0.1137
  7374.0776    7376.1090  0.2556    0.3006
  7374.5728    7376.6040  0.1754    0.1404
  7375.6743    7377.7060  0.1690    0.1051
  7377.7661    7379.7980  0.1695    0.1155
  7378.2681    7380.3010  0.2130    0.1078
  7378.8384    7380.8710  0.1718    0.1198
  7379.4155    7381.4480  0.1734    0.1144
  7382.4609    7384.4950  0.2891    0.1201
  7383.4941    7385.5280  0.4895    0.1164
  7383.6470    7385.6810  0.1668    0.1105
  7387.3193    7389.3540  0.1777    0.1350
  7388.3965    7390.4320  0.1683    0.1447
  7390.1733    7392.2090  0.2061    0.2336
  7392.2100    7394.2460  0.1799    3.7579
  7392.6353    7394.6720  0.1995    0.1269
  7393.7529    7395.7900  0.1820    0.1250
  7395.4253    7397.4620  0.2343    0.1021
  7398.5059    7400.5440  0.2507    0.0953
  7399.5688    7401.6070  0.1279    0.1089
  7401.6987    7403.7370  0.1750    4.2351
  7402.0376    7404.0760  0.1694    3.9665
  7411.8760    7413.9180  0.2348    0.1593
  7412.0801    7414.1220  0.1797    0.1763
  7412.6738    7414.7160  0.1641    0.1885
  7413.7637    7415.8060  0.1852    0.1508
  7416.1436    7418.1860  0.1618    0.2192
  7417.8022    7419.8450  0.1777    0.1779
  7422.8730    7424.9180  0.2286    0.1648
  7422.8730    7424.9180  0.2261    0.1648
  7429.7896    7431.8360  0.2492    1.9032
  7429.7896    7431.8360  0.2455    1.9032
  7438.2637    7440.3120  0.1707    2.3439
  7438.7197    7440.7680  0.1663    2.2202
  7439.2266    7441.2760  0.2090    0.1131
  7439.4541    7441.5030  0.1775    0.1250
  7442.2173    7444.2670  0.1748    0.0932
  7444.2192    7446.2690  0.2461    0.1064
  7447.0552    7449.1060  0.2908    0.0858
  7451.8174    7453.8700  0.1889    0.1194
  7458.3628    7460.4170  0.1622    0.2392
  7461.2529    7463.3080  0.1732    0.2193
  7462.4521    7464.5070  0.2190    0.4947
  7463.1606    7465.2160  0.1879    0.1434
  7463.7944    7465.8500  0.2392    0.1174
  7464.8833    7466.9390  0.1901    0.3084
  7466.6201    7468.6760  0.1947    1.2681
  7468.2505    7470.3070  0.2312    0.1444
  7469.8618    7471.9190  0.1602    0.1186
  7470.7183    7472.7760  0.1759    0.6533
  7471.3896    7473.4470  0.2076    0.7883
  7471.5903    7473.6480  0.1992    0.7536
  7472.0435    7474.1010  0.2034    0.0973
  7473.6860    7475.7440  0.1891    2.4108
  7476.4087    7478.4680  0.2641    0.1303
  7479.0347    7481.0940  0.1671    1.2380
  7479.6216    7481.6810  0.1679    1.1843
  7480.2603    7482.3200  0.1685    1.0938
  7483.1304    7485.1910  0.1943    0.1629
  7483.4814    7485.5420  0.1738    3.2174
  7484.3652    7486.4260  0.1817    0.1376
  7486.3438    7488.4050  0.1513    0.1838
  7488.2407    7490.3030  0.2616    0.1625
  7493.6675    7495.7310  0.1795    1.2307
  7499.7031    7501.7680  0.2094    0.1770
  7502.2637    7504.3300  0.1825    0.1110
  7517.2236    7519.2940  0.1888    0.5153
  7517.5454    7519.6150  0.1846    0.4715
  7520.4189    7522.4900  0.1797    0.0930
  7522.6660    7524.7370  0.3031    0.6784
  7524.0068    7526.0790  0.1914    8.7098
  7524.8633    7526.9350  0.1738    0.7280
  7528.1094    7530.1820  0.1373    0.2022
  7528.3755    7530.4480  0.1811    0.2053
  7530.6489    7532.7220  0.2365    1.5147
  7530.7827    7532.8560  0.2387    1.4911
  7535.7231    7537.7980  0.1725    0.0998
  7536.1445    7538.2200  0.2836    0.0856
  7537.2490    7539.3240  0.2108    0.1165
  7537.5264    7539.6020  0.1965    0.1141
  7540.1709    7542.2470  0.1686    0.5018
  7540.6089    7542.6850  0.1802    0.4469
  7546.5601    7548.6380  0.1988    0.1170
  7546.8662    7548.9440  0.2002    0.1061
  7550.0078    7552.0870  0.2995    0.0819
  7552.7412    7554.8210  0.1714    0.1787
  7553.5312    7555.6110  0.1663    0.1652
  7557.5000    7559.5810  0.1899    2.0335
  7558.4775    7560.5590  0.1757    0.1345
  7559.9341    7562.0160  0.1772    0.1227
  7561.5171    7563.5990  0.1736    0.1465
  7563.6279    7565.7100  0.1875    0.1227
  7567.4116    7569.4950  0.1709    0.4076
  7567.8506    7569.9340  0.1730    0.3630
  7571.7510    7573.8360  0.2012    6.0957
  7573.6729    7575.7580  0.1754    0.5406
  7574.5601    7576.6460  0.1739    0.4832
  7586.0908    7588.1790  0.1800    2.5403
  7598.3784    7600.4700  0.2203    2.3753
  7605.1289    7607.2230  0.2398    0.1014
  7606.2158    7608.3100  0.2122    0.1021
  7607.3765    7609.4710  0.1540    0.0720
  7608.5620    7610.6570  0.1807    0.1352
  7609.8345    7611.9290  0.5221    0.0942
  7611.1426    7613.2380  0.4822    0.1162
  7612.6182    7614.7140  0.1804    0.0991
  7613.7178    7615.8140  0.1127    0.1046
  7614.0532    7616.1490  0.1846    0.1280
  7614.5039    7616.6000  0.2852    0.0770
  7615.5767    7617.6730  0.2784    0.0996
  7618.0557    7620.1530  0.1809    2.0328
  7619.7114    7621.8090  0.1964    0.1287
  7621.3672    7623.4650  0.1443    0.1134
  7622.0771    7624.1750  0.1895    0.3195
  7622.6445    7624.7430  0.1934    0.2634
  7622.9829    7625.0810  0.1973    0.0905
  7623.6455    7625.7440  0.2015    0.0866
  7623.6855    7625.7840  0.3785    0.0723
  7625.3975    7627.4970  0.2783    0.1380
  7626.1738    7628.2730  0.1461    0.1014
  7626.5176    7628.6170  0.2284    0.1327
  7627.7900    7629.8900  0.2008    0.2462
  7628.5093    7630.6090  0.1955    0.8395
  7628.7720    7630.8720  0.1910    1.9593
  7630.0381    7632.1380  0.3288    0.0886
  7630.2495    7632.3500  0.1843    0.1343
  7631.6909    7633.7920  0.3435    0.0900
  7633.0723    7635.1740  0.2028    0.1618
  7634.1489    7636.2500  0.2156    0.1597
  7637.2212    7639.3240  0.1860    0.1513
  7638.3179    7640.4210  0.1731    0.1475
  7639.0015    7641.1040  0.2408    0.1064
  7639.3091    7641.4120  0.3465    0.0564
  7641.5771    7643.6810  0.2070    0.1305
  7641.8569    7643.9600  0.2110    0.1400
  7642.6899    7644.7940  0.2206    0.1392
  7643.7896    7645.8940  0.3475    0.1014
  7644.9019    7647.0060  0.2664    0.0910
  7646.1382    7648.2430  0.1684    0.1220
  7647.2158    7649.3210  0.1540    0.1242
  7648.4814    7650.5870  0.1461    0.1074
  7649.5835    7651.6890  0.1834    0.0999
  7650.9199    7653.0260  0.2909    0.1043
  7651.9688    7654.0750  0.1860    0.1164
  7653.3237    7655.4300  0.2197    1.0236
  7655.8726    7657.9800  0.1735    0.0965
  7656.9390    7659.0470  0.2190    0.0965
  7658.4595    7660.5680  0.1520    0.0953
  7662.1860    7664.2950  0.1718    1.3403
  7662.5596    7664.6690  0.1786    1.2867
  7672.0342    7674.1460  0.1844    0.1199
  7672.8940    7675.0060  0.1537    0.1489
  7681.4043    7683.5190  0.1775    0.2931
  7682.1060    7684.2200  0.1836    0.2464
  7684.0640    7686.1790  0.7502    0.1311
  7684.3198    7686.4350  0.3707    0.1337
  7684.9438    7687.0590  0.1988    0.1181
  7685.2935    7687.4090  0.2720    0.1452
  7685.7290    7687.8440  0.2828    0.1395
  7686.1963    7688.3120  0.1972    0.1350
  7686.6484    7688.7640  0.1824    0.3659
  7687.9014    7690.0170  0.2200    0.3291
  7688.7500    7690.8660  0.2281    0.0910
  7689.3623    7691.4790  0.1641    0.1401
  7689.7046    7691.8210  0.2607    0.1459
  7690.1978    7692.3140  0.1974    0.1038
  7690.9492    7693.0660  0.2220    0.1412
  7691.5151    7693.6320  0.1493    0.1574
  7691.9116    7694.0290  0.6905    0.3222
  7692.7290    7694.8460  0.1771    0.1655
  7693.5439    7695.6610  0.1800    0.1744
  7694.7549    7696.8730  0.1714    0.1678
  7695.8276    7697.9460  0.1741    0.2114
  7696.9800    7699.0980  0.2534    0.1671
  7698.3301    7700.4490  0.2144    0.1658
  7698.9717    7701.0910  0.1922    0.3983
  7699.4707    7701.5900  0.1841    0.6073
  7699.9531    7702.0720  0.1798    0.5481
  7701.0845    7703.2040  0.1827    0.1548
  7702.2495    7704.3690  0.1875    0.1336
  7702.7661    7704.8860  0.1569    0.1052
  7703.7852    7705.9050  0.1491    0.1167
  7704.1011    7706.2210  0.1815    0.1195
  7710.9067    7713.0290  0.2006    0.1094
  7712.2290    7714.3520  0.1840    5.6628
  7712.6357    7714.7580  0.1893    8.0230
  7713.6724    7715.7950  0.1984    0.1754
  7713.9546    7716.0780  0.2485    0.1407
  7715.0625    7717.1860  0.1952    2.5345
  7715.8643    7717.9880  0.1832    2.8589
  7716.2705    7718.3940  0.1667    0.1673
  7716.9224    7719.0460  0.1827   10.0680
  7717.4600    7719.5840  0.1889    0.2147
  7718.0684    7720.1930  0.1875    3.6500
  7720.3188    7722.4440  0.1819    0.1843
  7721.4961    7723.6210  0.1810    0.2093
  7723.6567    7725.7820  0.2388    1.6675
  7724.5996    7726.7260  0.1544    0.2063
  7724.9531    7727.0790  0.1895    0.1556
  7726.0581    7728.1840  0.1728    3.4114
  7726.8457    7728.9720  0.1759    0.1123
  7727.6763    7729.8030  0.1932    0.1466
  7729.1182    7731.2450  0.1551    0.1795
  7730.2886    7732.4160  0.1760    0.2692
  7731.9707    7734.0990  0.1945    0.1345
  7732.8057    7734.9340  0.2184    0.1004
  7733.8311    7735.9600  0.3588    0.2548
  7734.0571    7736.1860  0.2215    0.1872
  7734.9673    7737.0960  0.1928    0.5202
  7735.8525    7737.9810  0.2822    0.4811
  7738.2349    7740.3640  0.6243    0.0980
  7738.4546    7740.5840  0.2575    0.1065
  7738.8516    7740.9810  0.1844    0.1512
  7740.3989    7742.5290  0.1842    0.2625
  7741.0073    7743.1380  0.1821    0.2457
  7741.9512    7744.0820  0.1766    0.1077
  7744.0908    7746.2220  0.1830    0.1516
  7745.2031    7747.3350  0.1800    0.1555
